19300306,勅令,昭和五年勅令第三十六号,昭和五年勅令第三十六号（高等師範学校専攻科卒業者ノ称号ニ関スル件）
19300813,勅令,昭和五年勅令第百四十八号,帝都復興記念章令
19310728,勅令,昭和六年勅令第二百三号,昭和六年勅令第二百三号（特別会計ノ恩給負担金ヲ一般会計ニ繰入ルルコトニ関スル法律ノ施行ニ関スル件）
19320203,勅令,昭和七年勅令第十二号,昭和七年勅令第十二号（明治四十二年法律第二十二号第一条第二項ノ規定ニ依リ樹木ノ集団ノ範囲ヲ定ムルノ件）
19331129,勅令,昭和八年勅令第三百七号,農業動産信用法施行令
19331129,勅令,昭和八年勅令第三百九号,農業用動産抵当権実行令
19331213,勅令,昭和八年勅令第三百十六号,拒絶証書令
19331213,勅令,昭和八年勅令第三百十七号,昭和八年勅令第三百十七号（小切手ノ呈示期間ノ特例ニ関スル件）
19331228,勅令,昭和八年勅令第三百二十九号,昭和八年勅令第三百二十九号（小切手法ノ適用ニ付銀行ト同視スベキ人又ハ施設ヲ定ムルノ件）
19340201,勅令,昭和九年勅令第十三号,船舶安全法施行令
19370211,勅令,昭和十二年勅令第九号,文化勲章令
19380723,勅令,昭和十三年勅令第五百十七号,陸上交通事業調整法施行令
19400727,勅令,昭和十五年勅令第四百八十八号,紀元二千六百年祝典記念章令
19401227,勅令,昭和十五年勅令第九百四十三号,昭和十五年勅令第九百四十三号（農村負債整理組合法第八条ノ規定ニ依リ同法第十一条ノ事業ヲ行フコトヲ得ル法人ヲ定ムルノ件）
19410401,勅令,昭和十六年勅令第三百六十三号,昭和十六年勅令第三百六十三号（無尽業法第二十一条ノ八ノ規定ニ依ル登記ニ関スル件）
19430728,勅令,昭和十八年勅令第六百十八号,昭和十八年勅令第六百十八号（昭和六年法律第八号ニ依リ各特別会計ヨリ一般会計ニ繰入ルル金額ノ計算ニ関スル特例ニ関スル件）
19430728,勅令,昭和十八年勅令第六百二十二号,昭和十八年勅令第六百二十二号（占領地軍政官憲ノ為シタル行為ノ法律上ノ効力等ニ関スル法律ノ施行ニ関スル件）
19440215,勅令,昭和十九年勅令第七十六号,官吏功労表彰令
19451207,勅令,昭和二十年勅令第六百九十九号,昭和二十年勅令第六百九十九号（位、勲章等ノ返上ノ請願ニ関スル件）
19451229,勅令,昭和二十年勅令第七百三十号,昭和二十年勅令第七百三十号（政治犯人等ノ資格回復ニ関スル件）
19460303,勅令,昭和二十一年勅令第百十八号,物価統制令
19460815,勅令,昭和二十一年勅令第三百九十号,金融機関経理応急措置法施行令
19460815,勅令,昭和二十一年勅令第三百九十一号,会社経理応急措置法施行令
19460930,勅令,昭和二十一年勅令第四百四十七号,人口動態調査令
19461012,勅令,昭和二十一年勅令第四百七十八号,労働関係調整法施行令
19461029,勅令,昭和二十一年勅令第四百九十九号,金融機関再建整備法施行令
19461029,勅令,昭和二十一年勅令第五百一号,企業再建整備法施行令
19461122,勅令,昭和二十一年勅令第五百五十八号,予算決算及び会計令臨時特例
19470310,勅令,昭和二十二年勅令第七十四号,閉鎖機関令
19470430,勅令,昭和二十二年勅令第百六十五号,予算決算及び会計令
19470501,勅令,昭和二十二年勅令第百九十号,社寺等に無償で貸し付けてある国有財産の処分に関する法律施行令
19470502,勅令,明治二十年勅令第三十九号,官吏服務紀律
19470503,政令,昭和二十二年政令第一号,皇統譜令
19470503,政令,昭和二十二年政令第五号,宮内庁法施行令
19470503,政令,昭和二十二年政令第十四号,昭和二十二年政令第十四号（日本国憲法施行の際現に効力を有する勅令の規定の効力等に関する政令）
19470503,政令,昭和二十二年政令第十六号,地方自治法施行令
19470503,政令,昭和二十二年政令第十九号,地方自治法施行規程
19470503,政令,昭和二十二年政令第二十四号,裁判所法施行令
19470503,政令,昭和二十二年政令第三十四号,検察庁法施行令
19470503,政令,昭和二十二年政令第三十五号,最高検察庁の位置並びに最高検察庁以外の検察庁の名称及び位置を定める政令
19470517,政令,昭和二十二年政令第五十二号,昭和二十二年政令第五十二号（ポツダム宣言の受諾に伴い発する命令に関する件に基く陸軍刑法を廃止する等の政令）　抄
19470524,政令,昭和二十二年政令第七十五号,合名会社等再建整備令
19470627,政令,昭和二十二年政令第百九号,昭和二十二年政令第百九号（財産税法等による物納に因る不動産登記の特例に関する政令）
19470823,政令,昭和二十二年政令第百六十四号,皇室会議議員及び予備議員互選規則
19470831,政令,昭和二十二年政令第百七十四号,労働基準監督機関令
19471030,政令,昭和二十二年政令第二百二十五号,災害救助法施行令
19471202,政令,昭和二十二年政令第二百五十一号,大蔵省預金部等損失特別処理法施行令
19471213,政令,昭和二十二年政令第二百六十八号,昭和二十二年政令第二百六十八号（災害被害者に対する租税の減免、徴収猶予等に関する法律の施行に関する政令）
19480115,政令,昭和二十三年政令第十二号,昭和二十三年政令第十二号（国際電気通信株式会社等の社員で公務員となつたものの在職年の計算に関する恩給法の特例等に関する法律第二条の規定に基く国庫納付金に関する政令）
19480306,政令,昭和二十三年政令第五十二号,昭和二十三年政令第五十二号（消防組織法の施行に関する政令）
19480306,政令,昭和二十三年政令第五十四号,海難審判法施行令
19480331,政令,昭和二十三年政令第七十四号,児童福祉法施行令
19480402,政令,昭和二十三年政令第七十七号,地域保健法施行令
19480430,政令,昭和二十三年政令第九十六号,海上保安庁法施行令
19480520,政令,昭和二十三年政令第百二十号,金融機関再建整備法第五十八条の規定に基く閉鎖機関の旧勘定の整理等の特例に関する政令
19480525,政令,昭和二十三年政令第百二十二号,最高裁判所裁判官国民審査法施行令
19480715,政令,昭和二十三年政令第百六十四号,船員法第一条第二項第二号の港の区域の特例に関する政令
19480726,政令,昭和二十三年政令第百八十四号,食品衛生法施行に伴う国庫補助に関する政令
19480731,政令,昭和二十三年政令第百九十七号,予防接種法施行令
19480810,政令,昭和二十三年政令第二百二十六号,民生委員法施行令
19480819,政令,昭和二十三年政令第二百四十二号,競馬法施行令
19480820,政令,昭和二十三年政令第二百四十六号,国有財産法施行令
19480826,政令,昭和二十三年政令第二百六十四号,閉鎖機関に関する債権の時効等の特例に関する政令
19480827,政令,昭和二十三年政令第二百六十七号,地方財政法施行令
19480916,政令,昭和二十三年政令第二百九十二号,検察官適格審査会令
19480922,政令,昭和二十三年政令第二百九十八号,連合国財産上の家屋等の譲渡等に関する政令
19480930,政令,昭和二十三年政令第三百六号,沖縄関係事務整理に伴う恩給の特別措置に関する政令
19481027,政令,昭和二十三年政令第三百二十六号,医療法施行令
19481109,政令,昭和二十三年政令第三百三十二号,私的独占の禁止及び公正取引の確保に関する法律の調査手続における参考人及び鑑定人の旅費及び手当に関する政令
19481129,政令,昭和二十三年政令第三百五十三号,検察審査会の名称及び管轄区域等を定める政令
19481129,政令,昭和二十三年政令第三百五十四号,検察審査会法施行令
19481231,政令,昭和二十三年政令第四百二号,会社等臨時措置法等を廃止する政令　抄
19490112,政令,昭和二十四年政令第五号,未復員等についての届に関する政令
19490112,政令,昭和二十四年政令第六号,教育公務員特例法施行令
19490120,政令,昭和二十四年政令第十六号,母体保護法施行令
19490129,政令,昭和二十四年政令第三十一号,検察審査員等の旅費、日当及び宿泊料を定める政令
19490201,政令,昭和二十四年政令第三十四号,学校施設の確保に関する政令
19490211,政令,昭和二十四年政令第四十七号,水産業協同組合法の施行等に関する政令　抄
19490331,政令,昭和二十四年政令第六十一号,道路の修繕に関する法律の施行に関する政令
19490531,政令,昭和二十四年政令第百三十四号,法制審議会令
19490531,政令,昭和二十四年政令第百三十九号,公証人身元保証金令
19490531,政令,昭和二十四年政令第百四十号,登記手数料令
19490531,政令,昭和二十四年政令第百四十四号,法務局及び地方法務局設置に伴う関係政令の整理等に関する政令　抄
19490629,政令,昭和二十四年政令第二百三十一号,労働組合法施行令
19490716,政令,昭和二十四年政令第二百七十一号,文部科学省著作教科書の出版権等に関する法律施行令
19490722,政令,昭和二十四年政令第二百八十号,社会教育法施行令
19490723,政令,昭和二十四年政令第二百八十一号,日本芸術院令
19490801,政令,昭和二十四年政令第二百九十一号,旧日本占領地域に本店を有する会社の本邦内にある財産の整理に関する政令
19490804,政令,昭和二十四年政令第二百九十五号,土地改良法施行令
19490818,政令,昭和二十四年政令第三百十号,連合国財産である株式の回復に関する政令
19490818,政令,昭和二十四年政令第三百十一号,外国政府の不動産に関する権利の取得に関する政令
19490831,政令,昭和二十四年政令第三百二十一号,弁護士会登記令
19490831,政令,昭和二十四年政令第三百二十二号,測量法施行令
19490912,政令,昭和二十四年政令第三百三十号,獣医事審議会令
19490919,政令,昭和二十四年政令第三百三十八号,教育職員免許法施行令
19491124,政令,昭和二十四年政令第三百七十二号,検察官の職務を行う弁護士に給すべき手当の額を定める政令
19491201,政令,昭和二十四年政令第三百七十八号,輸出貿易管理令
19491201,政令,昭和二十四年政令第三百七十九号,外国為替及び外国貿易法第五十六条の規定による意見の聴取の手続に関する政令
19491209,政令,昭和二十四年政令第三百八十五号,監察医を置くべき地域を定める政令
19491220,政令,昭和二十四年政令第三百九十一号,在外公館等借入金の確認に関する法律施行令
19491226,政令,昭和二十四年政令第四百四号,国際観光事業の助成に関する法律第一条の法人を指定する政令
19491227,政令,昭和二十四年政令第四百八号,産業標準化法に基づく登録申請手数料の額等を定める政令
19491229,政令,昭和二十四年政令第四百十四号,輸入貿易管理令
19500228,政令,昭和二十五年政令第二十二号,国外居住外国人等に対する債務の弁済のためにする供託の特例に関する政令
19500313,政令,昭和二十五年政令第三十号,漁業法施行令
